AC100786.1,NasopharyngealCarcinoma
AC104809.1,Astrocytoma
AC109322.1,CarcinomaNon-Small-CellLung
AC125807.2,Astrocytoma
AC125807.2,CarcinomaHepatocellular
AC125807.2,CarcinomaSquamousCell
AC138128.1,LungNeoplasms
AC138128.1,StomachNeoplasms
AC139887.2,Astrocytoma
AC139887.2,LungNeoplasms
AC144450.1,Astrocytoma
AC144450.1,NasopharyngealCarcinoma
AC245452.1,Astrocytoma
AC245452.1,HeartDiseases
AC245452.1,CarcinomaHepatocellular
ACTN4,KidneyNeoplasms
ACTN4,CarcinomaRenalCell
ADAMTS9-AS1,Glioma
ADAMTS9-AS1,CarcinomaOvarianEpithelial
ADAMTS9-AS1,ProstaticNeoplasms
ADAMTS9-AS1,UrinaryBladderNeoplasms
ADAMTS9-AS2,CarcinomaRenalCell
ADAMTS9-AS2,Glioma
ADAMTS9-AS2,CarcinomaNon-Small-CellLung
ADAMTS9-AS2,StomachNeoplasms
ADAMTS9-AS2,BreastNeoplasms
ADAMTS9-AS2,OvarianNeoplasms
ADAMTS9-AS2,CarcinomaAdenoidCystic
ADAMTS9-AS2,Glioblastoma
ADAMTS9-AS2,ColorectalNeoplasms
ADARB2-AS1,BreastNeoplasms
ADARB2-AS1,EpilepsyTemporalLobe
ADPGK-AS1,ColorectalNeoplasms
ADPGK-AS1,StomachNeoplasms
ADPGK-AS1,BreastNeoplasms
ADPGK-AS1,PancreaticNeoplasms
AFAP1-AS1,Neoplasms
AFAP1-AS1,Cholangiocarcinoma
AFAP1-AS1,ColorectalNeoplasms
AFAP1-AS1,EsophagealSquamousCellCarcinoma
AFAP1-AS1,GallbladderNeoplasms
AFAP1-AS1,CarcinomaHepatocellular
AFAP1-AS1,AdenocarcinomaofLung
AFAP1-AS1,LungNeoplasms
AFAP1-AS1,NasopharyngealCarcinoma
AFAP1-AS1,CarcinomaNon-Small-CellLung
AFAP1-AS1,OvarianNeoplasms
AFAP1-AS1,PancreaticNeoplasms
AFAP1-AS1,StomachNeoplasms
AFAP1-AS1,ThyroidNeoplasms
AFAP1-AS1,BreastNeoplasms
AFAP1-AS1,LaryngealNeoplasms
AFAP1-AS1,CarcinomaRenalCell
AFAP1-AS1,UterineCervicalNeoplasms
AFAP1-AS1,SquamousCellCarcinomaofHeadandNeck
AFAP1-AS1,ProstaticNeoplasms
AFAP1-AS1,Osteosarcoma
AFAP1-AS1,Glioma
AFAP1-AS1,NasopharyngealNeoplasms
AFAP1-AS1,ColonicNeoplasms
AFAP1-AS1,TripleNegativeBreastNeoplasms
AFAP1-AS1,Retinoblastoma
AGAP2-AS1,Glioma
AGAP2-AS1,CarcinomaNon-Small-CellLung
AGAP2-AS1,StomachNeoplasms
AGAP2-AS1,ColorectalNeoplasms
AGAP2-AS1,EsophagealNeoplasms
AGAP2-AS1,BreastNeoplasms
AGAP2-AS1,PancreaticNeoplasms
AGAP2-AS1,Glioblastoma
AGAP2-AS1,CarcinomaHepatocellular
AGAP2-AS1,OvarianNeoplasms
aHIF,CarcinomaOvarianEpithelial
aHIF,Glioblastoma
aHIF,CarcinomaHepatocellular
AIRN,Astrocytoma
AIRN,WilmsTumor
AK001058,ColorectalNeoplasms
AK001058,StomachNeoplasms
AK001796,CarcinomaHepatocellular
AK001796,CarcinomaNon-Small-CellLung
AK001796,EsophagealSquamousCellCarcinoma
AK001796,LungNeoplasms
AK023948,CarcinomaHepatocellular
AK023948,ThyroidCancerPapillary
AK027294,CarcinomaNon-Small-CellLung
AK027294,NasopharyngealNeoplasms
AK027294,StomachNeoplasms
AK027294,ColorectalNeoplasms
AL022322.2,Astrocytoma
AL022322.2,LungNeoplasms
AL031123.2,Astrocytoma
AL031123.2,PancreaticNeoplasms
AL031595.2,Astrocytoma
AL031710.1,Astrocytoma
AL031710.1,ThyroidCancerPapillary
AL121895.1,Astrocytoma
AL121895.1,StomachNeoplasms
AL139011.1,Astrocytoma
AL162457.1,BreastNeoplasms
AL162457.1,FragileXSyndrome
AL162457.1,NervousSystemDiseases
AL162457.1,OvarianNeoplasms
AL357033.4,Astrocytoma
AL358334.2,Astrocytoma
AL358334.2,CarcinomaHepatocellular
AL359062,NasopharyngealNeoplasms
AL590666.3,Astrocytoma
AL590666.3,ColorectalNeoplasms
AL627422.2,IntervertebralDiscDegeneration
AL627422.2,StomachNeoplasms
ANCR,CarcinomaNon-Small-CellLung
ANCR,StomachNeoplasms
ANCR,CarcinomaHepatocellular
ANCR,NasopharyngealNeoplasms
ANCR,Glioma
ANCR,BreastNeoplasms
ANCR,ColorectalNeoplasms
ANCR,Osteosarcoma
ANRASSF1,BreastNeoplasms
ANRASSF1,ProstaticNeoplasms
ANRASSF1,UterineCervicalNeoplasms
ANRIL,UrinaryBladderNeoplasms
ANRIL,Osteosarcoma
ANRIL,LeukemiaMyeloidAcute
ANRIL,CarcinomaHepatocellular
ANRIL,OvarianNeoplasms
ANRIL,Retinoblastoma
ANRIL,BreastNeoplasms
ANRIL,StomachNeoplasms
ANRIL,Glioblastoma
ANRIL,ColorectalNeoplasms
ANRIL,Leukemia-LymphomaAdultT-Cell
ANRIL,Glioma
ANRIL,ThyroidCancerPapillary
ANRIL,EsophagealNeoplasms
ANRIL,PancreaticNeoplasms
ANRIL,SquamousCellCarcinomaofHeadandNeck
ANRIL,PancreaticIntraductalNeoplasms
ANRIL,Neurofibromatosis1
ANRIL,Medulloblastoma
ANRIL,LungNeoplasms
ANRIL,ColonicNeoplasms
ANRIL,MouthNeoplasms
ANRIL,TripleNegativeBreastNeoplasms
ANRIL,CarcinomaRenalCell
ANRIL,AdenocarcinomaofLung
ANRIL,GallbladderNeoplasms
ANRIL,ThyroidNeoplasms
ANRIL,EsophagealSquamousCellCarcinoma
ANRIL,PrecursorCellLymphoblasticLeukemia-Lymphoma
ANRIL,ProstaticNeoplasms
ANRIL,Melanoma
ANRIL,NasopharyngealNeoplasms
ANRIL,UterineCervicalNeoplasms
ANRIL,CarcinomaNon-Small-CellLung
anti-NOS2A,Glioblastoma
anti-NOS2A,Meningioma
AOC4P,ColonicNeoplasms
AOC4P,CarcinomaHepatocellular
AOC4P,OvarianNeoplasms
AOC4P,CarcinomaNon-Small-CellLung
AOC4P,StomachNeoplasms
AOC4P,GastrointestinalStromalTumors
AP002380.1,Astrocytoma
AP002380.1,StomachNeoplasms
APTR,Glioblastoma
APTR,LiverCirrhosis
APTR,Osteosarcoma
ARAP1-AS1,StomachNeoplasms
ARAP1-AS1,BreastNeoplasms
ARAP1-AS1,UterineCervicalNeoplasms
ARAP1-AS1,ColorectalNeoplasms
ARAP1-AS1,UrinaryBladderNeoplasms
ASAP1-IT1,Astrocytoma
ASAP1-IT1,CarcinomaNon-Small-CellLung
ASAP1-IT1,OvarianNeoplasms
ASAP1-IT1,CarcinomaOvarianEpithelial
ASAP1-IT1,Cholangiocarcinoma
ASAP1-IT1,UrinaryBladderNeoplasms
ASB16-AS1,UterineCervicalNeoplasms
ASB16-AS1,Osteosarcoma
ASB16-AS1,Glioma
ASB16-AS1,CarcinomaHepatocellular
ASBEL,Osteosarcoma
ASBEL,BreastNeoplasms
ATB,BreastNeoplasms
ATB,EsophagealSquamousCellCarcinoma
ATB,Keloid
ATB,Glioma
ATB,ProstaticNeoplasms
ATB,CarcinomaNon-Small-CellLung
ATB,Melanoma
ATB,UterineCervicalNeoplasms
ATB,CarcinomaHepatocellular
ATB,Cholangiocarcinoma
ATB,LungNeoplasms
ATB,CarcinomaRenalCell
ATB,ColorectalNeoplasms
ATP6V1G2-DDX39B,CardiomyopathyDilated
ATP6V1G2-DDX39B,CardiomyopathyHypertrophic
AWPPH,Glioma
AWPPH,CarcinomaNon-Small-CellLung
AWPPH,OvarianNeoplasms
AWPPH,Osteosarcoma
AWPPH,TripleNegativeBreastNeoplasms
AWPPH,ColonicNeoplasms
AWPPH,StomachNeoplasms
AWPPH,UrinaryBladderNeoplasms
AWPPH,CarcinomaHepatocellular
B3GALT5-AS1,ColorectalNeoplasms
B3GALT5-AS1,ColonicNeoplasms
B3GALT5-AS1,StomachNeoplasms
BAALC-AS1,Astrocytoma
BACE1-AS,AlzheimerDisease
BACE1-AS,ColonicNeoplasms
BACE1-AS,HeartFailure
BACE1-AS,MyositisInclusionBody
BACE1-AS,OvarianNeoplasms
BAIAP2-AS1,CarcinomaHepatocellular
BALR-2,PrecursorCellLymphoblasticLeukemia-Lymphoma
BANCR,ColorectalNeoplasms
BANCR,EosinophilicEsophagitis
BANCR,EsophagealSquamousCellCarcinoma
BANCR,GastrointestinalNeoplasms
BANCR,CarcinomaHepatocellular
BANCR,LungNeoplasms
BANCR,Melanoma
BANCR,CarcinomaNon-Small-CellLung
BANCR,Osteosarcoma
BANCR,ThyroidCancerPapillary
BANCR,Retinoblastoma
BANCR,StomachNeoplasms
BANCR,UrinaryBladderNeoplasms
BANCR,ThyroidNeoplasms
BANCR,PancreaticNeoplasms
BANCR,CarcinomaRenalCell
BANCR,SquamousCellCarcinomaofHeadandNeck
BANCR,EndometrialNeoplasms
BANCR,BreastNeoplasms
BC029135,CarcinomaRenalCell
BC029135,ColorectalNeoplasms
BC032469,StomachNeoplasms
BC032469,EsophagealSquamousCellCarcinoma
BC040587,StomachNeoplasms
BC040587,BreastNeoplasms
BC040587,Osteosarcoma
BC200,CarcinomaNon-Small-CellLung
BC200,CarcinomaHepatocellular
BC200,EsophagealNeoplasms
BC200,TripleNegativeBreastNeoplasms
BC200,EsophagealSquamousCellCarcinoma
BC200,UterineCervicalNeoplasms
BC200,ParotidNeoplasms
BC200,TongueNeoplasms
BC200,Glioma
BC200,ColonicNeoplasms
BC200,LungNeoplasms
BC200,OvarianNeoplasms
BC200,BreastNeoplasms
BCAR4,BreastNeoplasms
BCAR4,UterineCervicalNeoplasms
BCAR4,Chondrosarcoma
BCAR4,ColonicNeoplasms
BCAR4,ColorectalNeoplasms
BCAR4,CarcinomaNon-Small-CellLung
BCAR4,Osteosarcoma
BCAR4,StomachNeoplasms
BCAR4,LiverNeoplasms
BCAR4,UrinaryBladderNeoplasms
BCAR4,Glioma
BCAR4,ProstaticNeoplasms
BCYRN1,Aging
BCYRN1,AlzheimerDisease
BCYRN1,Astrocytoma
BCYRN1,BreastNeoplasms
BCYRN1,Neoplasms
BCYRN1,UterineCervicalNeoplasms
BCYRN1,ColonicNeoplasms
BCYRN1,EsophagealNeoplasms
BCYRN1,Glioblastoma
BCYRN1,LungNeoplasms
BCYRN1,Glioma
BCYRN1,CarcinomaNon-Small-CellLung
BCYRN1,OvarianNeoplasms
BCYRN1,ParotidNeoplasms
BCYRN1,CarcinomaSquamousCell
BCYRN1,TongueNeoplasms
BCYRN1,ColorectalNeoplasms
BCYRN1,CarcinomaHepatocellular
BCYRN1,StomachNeoplasms
BDNF-AS,Depression
BDNF-AS,HuntingtonDisease
BDNF-AS,MentalDisorders
BDNF-AS,Obesity
BDNF-AS,Retinoblastoma
BDNF-AS,Schizophrenia
BDNF-AS,Seizures
BDNF-AS,Glioblastoma
BDNF-AS,ColorectalNeoplasms
BDNF-AS,Osteosarcoma
BDNF-AS,ProstaticNeoplasms
BLACAT1,Neoplasms
BLACAT1,UterineCervicalNeoplasms
BLACAT1,ColorectalNeoplasms
BLACAT1,AdenocarcinomaofLung
BLACAT1,CarcinomaNon-Small-CellLung
BLACAT1,StomachNeoplasms
BLACAT1,UrinaryBladderNeoplasms
BLACAT1,OvarianNeoplasms
BLACAT1,BreastNeoplasms
BLACAT1,ProstaticNeoplasms
BLACAT1,SquamousCellCarcinomaofHeadandNeck
BLACAT1,CarcinomaHepatocellular
BLACAT1,Glioma
BLACAT1,SmallCellLungCarcinoma
BLACAT1,ThyroidCancerPapillary
BLACAT2,StomachNeoplasms
BLACAT2,ColorectalNeoplasms
BM742401,LeukemiaLymphocyticChronicB-Cell
BM742401,StomachNeoplasms
BOKAS,EsophagealSquamousCellCarcinoma
BOKAS,TesticularNeoplasms
BOK-AS1,Neoplasms
BOK-AS1,CarcinomaSquamousCell
BOK-AS1,TesticularNeoplasms
BORG,ColorectalNeoplasms
BORG,TripleNegativeBreastNeoplasms
BORG,BreastNeoplasms
BRE-AS1,ProstaticNeoplasms
BRE-AS1,CarcinomaNon-Small-CellLung
BX357664,ColorectalNeoplasms
BX357664,LungNeoplasms
BX357664,CarcinomaNon-Small-CellLung
BX357664,CarcinomaRenalCell
C14orf132,CarcinomaHepatocellular
C14orf132,CarcinomaNon-Small-CellLung
C21orf62-AS1,Astrocytoma
C21orf62-AS1,CarcinomaRenalCell
C5orf66-AS1,EsophagealSquamousCellCarcinoma
C5orf66-AS1,SquamousCellCarcinomaofHeadandNeck
C5orf66-AS1,CarcinomaSquamousCell
C5orf66-AS1,UrinaryBladderNeoplasms
C5orf66-AS1,StomachNeoplasms
C5orf66-AS1,UterineCervicalNeoplasms
CACNA1G-AS1,CarcinomaHepatocellular
CACNA1G-AS1,ColorectalNeoplasms
CACNA1G-AS1,CarcinomaNon-Small-CellLung
CACS15,OvarianNeoplasms
CACS15,SquamousCellCarcinomaofHeadandNeck
CACS15,ColorectalNeoplasms
CADM1-AS1,CarcinomaHepatocellular
CADM1-AS1,StomachNeoplasms
CADM1-AS1,CarcinomaRenalCell
CADM3-AS1,Astrocytoma
CADM3-AS1,UrinaryBladderNeoplasms
CAHM,Astrocytoma
CAHM,ColorectalNeoplasms
CALML3-AS1,UrinaryBladderNeoplasms
CALML3-AS1,UterineCervicalNeoplasms
CAR10,UterineCervicalNeoplasms
CAR10,AdenocarcinomaofLung
CAR10,CarcinomaNon-Small-CellLung
CARLo-5,StomachNeoplasms
CARLo-5,EndometrialNeoplasms
CARLo-5,CarcinomaHepatocellular
CASC11,Astrocytoma
CASC11,ColorectalNeoplasms
CASC11,CarcinomaHepatocellular
CASC11,SmallCellLungCarcinoma
CASC11,UrinaryBladderNeoplasms
CASC11,Osteosarcoma
CASC11,EsophagealNeoplasms
CASC11,Glioma
CASC11,StomachNeoplasms
CASC11,LungNeoplasms
CASC11,UterineCervicalNeoplasms
CASC15,Astrocytoma
CASC15,CarcinomaBasalCell
CASC15,CarcinomaHepatocellular
CASC15,Melanoma
CASC15,Neuroblastoma
CASC15,StomachNeoplasms
CASC15,UterineCervicalNeoplasms
CASC15,UrinaryBladderNeoplasms
CASC15,Glioma
CASC15,NasopharyngealNeoplasms
CASC15,OvarianNeoplasms
CASC15,CarcinomaNon-Small-CellLung
CASC15,BreastNeoplasms
CASC15,ProstaticNeoplasms
CASC15,LeukemiaMyeloidAcute
CASC19,CarcinomaRenalCell
CASC19,ColorectalNeoplasms
CASC19,StomachNeoplasms
CASC19,CarcinomaNon-Small-CellLung
CASC2,Astrocytoma
CASC2,BreastNeoplasms
CASC2,Neoplasms
CASC2,ColorectalNeoplasms
CASC2,EndometrialNeoplasms
CASC2,Glioma
CASC2,CarcinomaHepatocellular
CASC2,AdenocarcinomaofLung
CASC2,LungNeoplasms
CASC2,Osteosarcoma
CASC2,PancreaticNeoplasms
CASC2,ProstaticNeoplasms
CASC2,CarcinomaRenalCell
CASC2,StomachNeoplasms
CASC2,ThyroidNeoplasms
CASC2,SquamousCellCarcinomaofHeadandNeck
CASC2,EsophagealSquamousCellCarcinoma
CASC2,CarcinomaNon-Small-CellLung
CASC2,UterineCervicalNeoplasms
CASC2,CarcinomaOvarianEpithelial
CASC2,ThyroidCancerPapillary
CASC2,NasopharyngealNeoplasms
CASC2,Melanoma
CASC2,EsophagealNeoplasms
CASC2,UrinaryBladderNeoplasms
CASC21,ColorectalNeoplasms
CASC21,ColonicNeoplasms
CASC2c,Astrocytoma
CASC2c,Glioblastoma
CASC2c,CarcinomaNon-Small-CellLung
CASC7,Neuroblastoma
CASC7,Glioma
CASC7,ColonicNeoplasms
CASC8,ColorectalNeoplasms
CASC8,LungNeoplasms
CASC8,UrinaryBladderNeoplasms
CASC8,EsophagealNeoplasms
CASC9,EsophagealNeoplasms
CASC9,EsophagealSquamousCellCarcinoma
CASC9,NasopharyngealCarcinoma
CASC9,CarcinomaNon-Small-CellLung
CASC9,CarcinomaSquamousCell
CASC9,StomachNeoplasms
CASC9,ColorectalNeoplasms
CASC9,CarcinomaHepatocellular
CASC9,BreastNeoplasms
CASC9,ThyroidCancerPapillary
CASC9,NasopharyngealNeoplasms
CASC9,LungNeoplasms
CASC9,LaryngealNeoplasms
CASC9,UterineCervicalNeoplasms
CASC9,SquamousCellCarcinomaofHeadandNeck
CASC9,Hemangioma
CASC9,AdenocarcinomaofLung
CASC9,CarcinomaHepatocellular
CASC9,Glioma
CAT104,BreastNeoplasms
CAT104,StomachNeoplasms
CAT104,Osteosarcoma
CBR3-AS1,Carcinoma
CBR3-AS1,ColorectalNeoplasms
CBR3-AS1,Glioma
CBR3-AS1,CarcinomaHepatocellular
CBR3-AS1,InflammatoryBowelDiseases
CBR3-AS1,Prostate
CBR3-AS1,ProstaticNeoplasms
CBR3-AS1,CarcinomaSquamousCell
CBR3-AS1,StomachNeoplasms
CBR3-AS1,Osteosarcoma
CCAL,ColorectalNeoplasms
CCAL,CarcinomaHepatocellular
CCAL,Osteosarcoma
CCAL,StomachNeoplasms
CCAL,ThyroidCancerPapillary
CCAL,OvarianNeoplasms
CCAT1,LeukemiaMyeloidAcute
CCAT1,BreastNeoplasms
CCAT1,Neoplasms
CCAT1,UterineCervicalNeoplasms
CCAT1,ColonicNeoplasms
CCAT1,ColorectalNeoplasms
CCAT1,EndometrialNeoplasms
CCAT1,EsophagealSquamousCellCarcinoma
CCAT1,GallbladderNeoplasms
CCAT1,Glioma
CCAT1,CarcinomaHepatocellular
CCAT1,Cholangiocarcinoma
CCAT1,SquamousCellCarcinomaofHeadandNeck
CCAT1,AdenocarcinomaofLung
CCAT1,LungNeoplasms
CCAT1,Medulloblastoma
CCAT1,MultipleMyeloma
CCAT1,NasopharyngealCarcinoma
CCAT1,CarcinomaNon-Small-CellLung
CCAT1,Osteosarcoma
CCAT1,OvarianNeoplasms
CCAT1,CarcinomaOvarianEpithelial
CCAT1,PancreaticNeoplasms
CCAT1,CarcinomaRenalCell
CCAT1,Retinoblastoma
CCAT1,StomachNeoplasms
CCAT1,ProstaticNeoplasms
CCAT1,NasopharyngealNeoplasms
CCAT1,ThyroidNeoplasms
CCAT1,EsophagealNeoplasms
CCAT1,UrinaryBladderNeoplasms
CCAT1,TripleNegativeBreastNeoplasms
CCAT1,Melanoma
CCAT2,BreastNeoplasms
CCAT2,Neoplasms
CCAT2,UterineCervicalNeoplasms
CCAT2,Cholangiocarcinoma
CCAT2,ColonicNeoplasms
CCAT2,ColorectalNeoplasms
CCAT2,Glioma
CCAT2,CarcinomaHepatocellular
CCAT2,LungNeoplasms
CCAT2,CarcinomaNon-Small-CellLung
CCAT2,SquamousCellCarcinomaofHeadandNeck
CCAT2,Osteosarcoma
CCAT2,OvarianNeoplasms
CCAT2,CarcinomaOvarianEpithelial
CCAT2,PituitaryNeoplasms
CCAT2,ProstaticNeoplasms
CCAT2,CarcinomaRenalCell
CCAT2,CarcinomaSquamousCell
CCAT2,StomachNeoplasms
CCAT2,UrinaryBladderNeoplasms
CCAT2,LeukemiaMyeloidAcute
CCAT2,TripleNegativeBreastNeoplasms
CCAT2,EsophagealNeoplasms
CCAT2,EndometrialNeoplasms
CCAT2,SmallCellLungCarcinoma
CCAT2,EsophagealSquamousCellCarcinoma
CCDC144NL-AS1,Astrocytoma
CCDC144NL-AS1,Cardiomegaly
CCDC144NL-AS1,UrinaryBladderNeoplasms
CCDC26,LeukemiaMyeloidAcute
CCDC26,Astrocytoma
CCDC26,BreastNeoplasms
CCDC26,GastrointestinalStromalTumors
CCDC26,HematologicNeoplasms
CCDC26,Glioma
CCDC26,PancreaticNeoplasms
CCEPR,UterineCervicalNeoplasms
CCEPR,CarcinomaHepatocellular
CCEPR,UrinaryBladderNeoplasms
CCEPR,Osteosarcoma
CCHE1,SquamousCellCarcinomaofHeadandNeck
CCHE1,StomachNeoplasms
CCHE1,ColorectalNeoplasms
CCHE1,UterineCervicalNeoplasms
CCHE1,CarcinomaNon-Small-CellLung
CCHE1,CarcinomaHepatocellular
CCND1,Neoplasms
CCND1,UterineCervicalNeoplasms
CCND2-AS1,Glioma
CCND2-AS1,ThyroidCancerPapillary
CDKN2B,CoronaryArteryDisease
CDKN2B,OvarianNeoplasms
CDKN2BAS,CarcinomaHepatocellular
CDKN2BAS,Glioblastoma
CDKN2B-AS1,AorticAneurysmAbdominal
CDKN2B-AS1,PrecursorCellLymphoblasticLeukemia-Lymphoma
CDKN2B-AS1,LeukemiaMyeloidAcute
CDKN2B-AS1,AlzheimerDisease
CDKN2B-AS1,AorticAneurysm
CDKN2B-AS1,Atherosclerosis
CDKN2B-AS1,Astrocytoma
CDKN2B-AS1,CarcinomaBasalCell
CDKN2B-AS1,BreastNeoplasms
CDKN2B-AS1,Neoplasms
CDKN2B-AS1,CardiovascularDiseases
CDKN2B-AS1,CarotidStenosis
CDKN2B-AS1,UterineCervicalNeoplasms
CDKN2B-AS1,ColorectalNeoplasms
CDKN2B-AS1,HeartFailure
CDKN2B-AS1,CoronaryArteryDisease
CDKN2B-AS1,DiabetesMellitus
CDKN2B-AS1,Endometriosis
CDKN2B-AS1,EsophagealNeoplasms
CDKN2B-AS1,Frailty
CDKN2B-AS1,GallbladderNeoplasms
CDKN2B-AS1,Glaucoma
CDKN2B-AS1,Glioma
CDKN2B-AS1,CarcinomaHepatocellular
CDKN2B-AS1,Hypertension
CDKN2B-AS1,IntracranialAneurysm
CDKN2B-AS1,SquamousCellCarcinomaofHeadandNeck
CDKN2B-AS1,Leukemia
CDKN2B-AS1,LungNeoplasms
CDKN2B-AS1,Medulloblastoma
CDKN2B-AS1,Melanoma
CDKN2B-AS1,MouthNeoplasms
CDKN2B-AS1,PrimaryMyelofibrosis
CDKN2B-AS1,MyocardialInfarction
CDKN2B-AS1,NasopharyngealCarcinoma
CDKN2B-AS1,NeoplasmsNerveTissue
CDKN2B-AS1,Neurofibromatoses
CDKN2B-AS1,Neurofibromatosis1
CDKN2B-AS1,CarcinomaNon-Small-CellLung
CDKN2B-AS1,Osteosarcoma
CDKN2B-AS1,OvarianNeoplasms
CDKN2B-AS1,PancreaticNeoplasms
CDKN2B-AS1,Periodontitis
CDKN2B-AS1,PeripheralArterialDisease
CDKN2B-AS1,NeurofibromaPlexiform
CDKN2B-AS1,GlaucomaOpen-Angle
CDKN2B-AS1,Prostate
CDKN2B-AS1,ProstaticNeoplasms
CDKN2B-AS1,ProstaticHyperplasia
CDKN2B-AS1,CarcinomaSquamousCell
CDKN2B-AS1,StomachNeoplasms
CDKN2B-AS1,Stroke
CDKN2B-AS1,ThyroidNeoplasms
CDKN2B-AS1,TripleNegativeBreastNeoplasms
CDKN2B-AS1,DiabetesMellitusType2
CDKN2B-AS1,UrinaryBladderNeoplasms
CDKN2B-AS1,LiverNeoplasms
CDKN2B-AS1,EsophagealSquamousCellCarcinoma
CEBPA-AS1,SquamousCellCarcinomaofHeadandNeck
CEBPA-AS1,StomachNeoplasms
CEBPA-AS1,Osteosarcoma
CEBPA-AS1,AdenocarcinomaofLung
CEBPA-AS1,LiverNeoplasms
CERNA2,BreastNeoplasms
CERNA2,OvarianNeoplasms
CERNA2,CarcinomaOvarianEpithelial
CFLAR-AS1,Astrocytoma
CFLAR-AS1,EsophagealSquamousCellCarcinoma
CHIAP2,AdenocarcinomaofLung
CHRF,Cardiomegaly
CHRF,Silicosis
CHRF,StomachNeoplasms
CHRF,AdenocarcinomaofLung
CHRF,ColorectalNeoplasms
CLMAT3,Astrocytoma
CLMAT3,ColorectalNeoplasms
CPS1-IT1,CarcinomaHepatocellular
CPS1-IT1,Cholangiocarcinoma
CPS1-IT1,LungNeoplasms
CPS1-IT1,CarcinomaOvarianEpithelial
CPS1-IT1,Glioma
CPS1-IT1,KlatskinTumor
CPS1-IT1,OvarianNeoplasms
CPS1-IT1,ColorectalNeoplasms
CRNDE,BreastNeoplasms
CRNDE,UterineCervicalNeoplasms
CRNDE,Medulloblastoma
CRNDE,LeukemiaLymphocyticChronicB-Cell
CRNDE,ColorectalNeoplasms
CRNDE,GallbladderNeoplasms
CRNDE,Glioma
CRNDE,Hepatoblastoma
CRNDE,CarcinomaHepatocellular
CRNDE,OvarianNeoplasms
CRNDE,PancreaticNeoplasms
CRNDE,CarcinomaRenalCell
CRNDE,StomachNeoplasms
CRNDE,ThyroidCancerPapillary
CRNDE,WilmsTumor
CRNDE,ProstaticNeoplasms
CRNDE,CarcinomaNon-Small-CellLung
CRNDE,Osteosarcoma
CRNDE,Melanoma
CRNDE,LiverNeoplasms
CRNDE,Cholangiocarcinoma
CRNDE,UrinaryBladderNeoplasms
CRNDE,MultipleMyeloma
CRNDE,LeukemiaMyeloidAcute
CRNDE,AdenocarcinomaofLung
CRYBG3,LungNeoplasms
CTBP1-AS,Prostate
CTBP1-AS,ProstaticNeoplasms
CTC-276P9.1,UrinaryBladderNeoplasms
CTC-276P9.1,EsophagealSquamousCellCarcinoma
CTD-2574D22.4,CarcinomaHepatocellular
CTD-2574D22.4,Osteoarthritis
CUDR,CarcinomaHepatocellular
CUDR,LungNeoplasms
CYTOR,Astrocytoma
